Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"M Kaura, ME Arias, JA Benjamin, C Oeurng…","Benefits of forest conservation on riverine sediment and hydropower in the Tonle Sap Basin, Cambodia",2019,"Ecosystem Services","Elsevier","https://www.sciencedirect.com/science/article/pii/S221204161930004X?casa_token=s2LFiolP7QcAAAAA:LYPCgY10zFFVEr7jPKNan26xlmeIQxfZPpT6hbK87JLN7wMb-1HNEUvtaI__e7kyoSzHlUCmHeQG","https://scholar.google.com/scholar?cites=9714295338239401845&as_sdt=2005&sciodt=0,5&hl=en",72,"2021-09-23 12:35:59","HTML","","","",,,,,8,4.00,2,5,2,"Recent deforestation rates in Cambodia are among the world's largest, while hydropower development has accelerated in the Mekong region. Deforestation accelerates erosion, increasing river sediments heading to reservoirs and decreasing hydropower production …","https://www.sciencedirect.com/science/article/pii/S221204161930004X?casa_token=s2LFiolP7QcAAAAA:LYPCgY10zFFVEr7jPKNan26xlmeIQxfZPpT6hbK87JLN7wMb-1HNEUvtaI__e7kyoSzHlUCmHeQG","https://scholar.google.com/scholar?q=related:dR_-PiQc0IYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"A Savara, EA Walker","CheKiPEUQ Intro 1: Bayesian parameter estimation considering uncertainty or error from both experiments and theory",2020,"ChemCatChem","drive.google.com","https://drive.google.com/file/d/1NFf77D6jbMsqIvXuRrLFIISDqF5S8oYS/view","https://scholar.google.com/scholar?cites=6286326233913975748&as_sdt=2005&sciodt=0,5&hl=en",73,"2021-09-23 12:35:59","PDF","","","",,,,,7,7.00,4,2,1,"A common goal is extraction of physico-chemical parameter values such as pre-exponentials and activation energies from experiment. Ever increasing knowledge from experiments and computations is enabling semi-quantitative prior predictions of such …","https://drive.google.com/file/d/1NFf77D6jbMsqIvXuRrLFIISDqF5S8oYS/view","https://scholar.google.com/scholar?q=related:xGOpQmeEPVcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"J Sosa, C Sampson, A Smith, J Neal, P Bates","A toolbox to quickly prepare flood inundation models for LISFLOOD-FP simulations",2020,"Environmental Modelling & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815219307637?casa_token=nKhctOC1pxkAAAAA:ilaGoRuWvD5Y5qbAhEfryzpVMnLOmK0A-vqiFMWWRMItLL4-DzfVsnc8NEk6fgCApaF6b6Zq3CuR","https://scholar.google.com/scholar?cites=920405041715890879&as_sdt=2005&sciodt=0,5&hl=en",74,"2021-09-23 12:35:59","HTML","","","",,,,,10,10.00,2,5,1,"Hydrodynamic floodplain inundation models have been popular for many years and used extensively in engineering applications. Continental scale flood studies are now achievable using such models due to the development of terrain elevation, hydrography and river width …","https://www.sciencedirect.com/science/article/pii/S1364815219307637?casa_token=nKhctOC1pxkAAAAA:ilaGoRuWvD5Y5qbAhEfryzpVMnLOmK0A-vqiFMWWRMItLL4-DzfVsnc8NEk6fgCApaF6b6Zq3CuR","https://scholar.google.com/scholar?q=related:v0r0SILvxQwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"SR Maples, L Foglia, GE Fogg…","Sensitivity of hydrologic and geologic parameters on recharge processes in a highly heterogeneous, semi-confined aquifer system",2020,"Hydrology and Earth …","hess.copernicus.org","https://hess.copernicus.org/articles/24/2437/2020/","https://scholar.google.com/scholar?cites=5533831467243968683&as_sdt=2005&sciodt=0,5&hl=en",75,"2021-09-23 12:35:59","HTML","","","",,,,,9,9.00,2,4,1,"An increasing reliance on groundwater resources has been observed worldwide during the past 50–70 years and has led to unsustainable groundwater abstraction in many regions, especially in semi-arid and arid alluvial groundwater basins. Managed aquifer recharge …","https://hess.copernicus.org/articles/24/2437/2020/","https://scholar.google.com/scholar?q=related:q5j0Y2YezEwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
9,"VQ Mai, TT Vo, M Meere","Modelling hyaluronan degradation by streptococcus pneumoniae hyaluronate lyase",2018,"Mathematical biosciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0025556418300099?casa_token=HFuBjTxN1jAAAAAA:gKk_2YERCV8iSR8ozRkRq5pCO9op9f_S3k2ze8yeoHTC0olrG8Mltv_WLz5BJkr6QVkau9JnLD5B","https://scholar.google.com/scholar?cites=527251969450358467&as_sdt=2005&sciodt=0,5&hl=en",76,"2021-09-23 12:35:59","HTML","","","",,,,,9,3.00,3,3,3,"Hyaluronic acid (Hyaluronan) is a linear, high molecular weight polysaccharide that forms an important component of the extracellular matrix. It is an excellent biomaterial, and it is increasingly being used in biotechnology, biomedical applications, and drug delivery …","https://www.sciencedirect.com/science/article/pii/S0025556418300099?casa_token=HFuBjTxN1jAAAAAA:gKk_2YERCV8iSR8ozRkRq5pCO9op9f_S3k2ze8yeoHTC0olrG8Mltv_WLz5BJkr6QVkau9JnLD5B","https://scholar.google.com/scholar?q=related:w7Y2at8sUQcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"S Longobardi, A Lewalle…","Predicting left ventricular contractile function via Gaussian process emulation in aortic-banded rats",2020,"… of the Royal …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2019.0334","https://scholar.google.com/scholar?cites=4646028257877055395&as_sdt=2005&sciodt=0,5&hl=en",77,"2021-09-23 12:35:59","","10.1098/rsta.2019.0334","","",,,,,10,10.00,3,3,1,"Cardiac contraction is the result of integrated cellular, tissue and organ function. Biophysical in silico cardiac models offer a systematic approach for studying these multi-scale interactions. The computational cost of such models is high, due to their multi-parametric …","https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2019.0334","https://scholar.google.com/scholar?q=related:o1cwtxUCekAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
11,"AR Vahdati, JD Weissmann, A Timmermann…","Drivers of Late Pleistocene human survival and dispersal: an agent-based modeling and machine learning approach",2019,"Quaternary Science …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0277379119307048?casa_token=qVqK2Bya3TIAAAAA:5deWGBDTMw9NZyfekXLde7mq6fjYNkqOgZbk-PPOrotHsegw0Gu808TGvqUl6ewDoLBIpFAOVFlK","https://scholar.google.com/scholar?cites=14556258134819725191&as_sdt=2005&sciodt=0,5&hl=en",78,"2021-09-23 12:35:59","HTML","","","",,,,,11,5.50,3,4,2,"Abstract Understanding Late Pleistocene human dispersals from Africa requires understanding a multifaceted problem with factors varying in space and time, such as climate, ecology, human behavior, and population dynamics. To understand how these …","https://www.sciencedirect.com/science/article/pii/S0277379119307048?casa_token=qVqK2Bya3TIAAAAA:5deWGBDTMw9NZyfekXLde7mq6fjYNkqOgZbk-PPOrotHsegw0Gu808TGvqUl6ewDoLBIpFAOVFlK","https://scholar.google.com/scholar?q=related:h9_RuKY3AsoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"F Pianosi, F Sarrazin, T Wagener","How successfully is open-source research software adopted? Results and implications of surveying the users of a sensitivity analysis toolbox",2020,"Environmental Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S136481521930619X?casa_token=W__YvF5hUPcAAAAA:Db5rHNSmVsmZYzHGAS2U3LZmDnuG6qpfmp15s7MuvPzXMcGWkE3xuav4Kf6yYwtCtN8QW42LME7X","https://scholar.google.com/scholar?cites=8760698328743399200&as_sdt=2005&sciodt=0,5&hl=en",79,"2021-09-23 12:35:59","HTML","","","",,,,,8,8.00,3,3,1,"Open-source research software is an important element of open science. While the number of software packages made available by researchers is increasing, there has been little analysis about their subsequent uptake. We collect basic information about prospective …","https://www.sciencedirect.com/science/article/pii/S136481521930619X?casa_token=W__YvF5hUPcAAAAA:Db5rHNSmVsmZYzHGAS2U3LZmDnuG6qpfmp15s7MuvPzXMcGWkE3xuav4Kf6yYwtCtN8QW42LME7X","https://scholar.google.com/scholar?q=related:IM8bvbZAlHkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
11,"MM Singh, P Geyer","Information requirements for multi-level-of-development BIM using sensitivity analysis for energy performance",2020,"Advanced Engineering Informatics","Elsevier","https://www.sciencedirect.com/science/article/pii/S1474034619305993?casa_token=H8GgCm9jQ3AAAAAA:ZZ1CcrqFoARXAFw0hbXOHmNlgan9ATUR6b2K8hBUTX5XkuuBxpSlq-1XH8ttyvtKicK_EFFkACEu","https://scholar.google.com/scholar?cites=2974452163654921527&as_sdt=2005&sciodt=0,5&hl=en",80,"2021-09-23 12:35:59","HTML","","","",,,,,11,11.00,6,2,1,"The concept of multi-Level-of-Development (multi-LOD) modelling represents a flexible approach of information management and compilation in building information modelling (BIM) on a set of consistent levels. From an energy perspective during early architectural …","https://www.sciencedirect.com/science/article/pii/S1474034619305993?casa_token=H8GgCm9jQ3AAAAAA:ZZ1CcrqFoARXAFw0hbXOHmNlgan9ATUR6b2K8hBUTX5XkuuBxpSlq-1XH8ttyvtKicK_EFFkACEu","https://scholar.google.com/scholar?q=related:Ny0LyHtgRykJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"S Wang, N Flipo, T Romary","Time-dependent global sensitivity analysis of the C-RIVE biogeochemical model in contrasted hydrological and trophic contexts",2018,"Water research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0043135418305761?casa_token=In1Zo2wqw_sAAAAA:pIWqJ9HYSz1ipiXiYY5YENrtIpLYP2Y9RaG76a80FzXQNksPojpt_tvwfWb5Uoh5ac7zJ3LFvpAT","https://scholar.google.com/scholar?cites=8795424548529239491&as_sdt=2005&sciodt=0,5&hl=en",81,"2021-09-23 12:35:59","HTML","","","",,,,,7,2.33,2,3,3,"Dissolved oxygen within water column is a key variable to characterize the water quality. Water quality modeling has been extensively developed for decades. However, complex biogeochemical cycles are described using a high number of parameters. Hence …","https://www.sciencedirect.com/science/article/pii/S0043135418305761?casa_token=In1Zo2wqw_sAAAAA:pIWqJ9HYSz1ipiXiYY5YENrtIpLYP2Y9RaG76a80FzXQNksPojpt_tvwfWb5Uoh5ac7zJ3LFvpAT","https://scholar.google.com/scholar?q=related:w_XV1wagD3oJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"J Zhao, I Özgen-Xian, D Liang, T Wang…","A depth-averaged non-cohesive sediment transport model with improved discretization of flux and source terms",2019,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S002216941930037X?casa_token=NTaFRsjfOhUAAAAA:8I8G6NCl4xDPllLIvsIRkxNGIwOjosYjM5TfX5gpz5Zpi_C1Rk9bUM1ZfDGyj3sbhiNhevDDhvMt","https://scholar.google.com/scholar?cites=6888940561003873948&as_sdt=2005&sciodt=0,5&hl=en",82,"2021-09-23 12:35:59","HTML","","","",,,,,7,3.50,1,5,2,"This paper presents novel flux and source term treatments within a Godunov-type finite volume framework for predicting the depth-averaged shallow water flow and sediment transport with enhanced the accuracy and stability. The suspended load ratio is introduced …","https://www.sciencedirect.com/science/article/pii/S002216941930037X?casa_token=NTaFRsjfOhUAAAAA:8I8G6NCl4xDPllLIvsIRkxNGIwOjosYjM5TfX5gpz5Zpi_C1Rk9bUM1ZfDGyj3sbhiNhevDDhvMt","https://scholar.google.com/scholar?q=related:nIZq6fBuml8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"J Parikh, P Di Achille, J Kozloski, V Gurev","Global sensitivity analysis of ventricular myocyte model-derived metrics for proarrhythmic risk assessment",2019,"Frontiers in pharmacology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fphar.2019.01054/full","https://scholar.google.com/scholar?cites=16202942335306670935&as_sdt=2005&sciodt=0,5&hl=en",83,"2021-09-23 12:35:59","HTML","","","",,,,,6,3.00,2,4,2,"Multiscale computational models of heart are being extensively investigated for improved assessment of drug-induced Torsades de Pointes (TdP) risk, a fatal side effect of many drugs. Model-derived metrics such as action potential duration and net charge carried by …","https://www.frontiersin.org/articles/10.3389/fphar.2019.01054/full","https://scholar.google.com/scholar?q=related:V6MXBDVq3OAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
12,"L Marx, MAF Gsell, A Rund…","Personalization of electro-mechanical models of the pressure-overloaded left ventricle: fitting of Windkessel-type afterload models",2020,"… of the Royal …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2019.0342","https://scholar.google.com/scholar?cites=8880736730330395887&as_sdt=2005&sciodt=0,5&hl=en",84,"2021-09-23 12:35:59","","10.1098/rsta.2019.0342","","",,,,,12,12.00,3,4,1,"Computer models of left ventricular (LV) electro-mechanics (EM) show promise as a tool for assessing the impact of increased afterload upon LV performance. However, the identification of unique afterload model parameters and the personalization of EM LV …","https://royalsocietypublishing.org/doi/full/10.1098/rsta.2019.0342?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed","https://scholar.google.com/scholar?q=related:73QbCwG3PnsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"S Risch, P Remmen, D Müller","Influence of data acquisition on the Bayesian calibration of urban building energy models",2021,"Energy and Buildings","Elsevier","https://www.sciencedirect.com/science/article/pii/S0378778820313748?casa_token=bRNGV5zai4EAAAAA:XPAY9XFZIuDdOWdZB4Vx9c6dDsjq-dzqPEzxPo2P7BR3azCsRCFEEsJFzCUhFNuHnEwQ_FNCTPKp","https://scholar.google.com/scholar?cites=13293934254235411537&as_sdt=2005&sciodt=0,5&hl=en",85,"2021-09-23 12:35:59","HTML","","","",,,,,7,7.00,2,3,1,"Urban building energy models become increasingly important to estimate the dynamic heat demand of building groups, when planning energy saving measures. Archetype solutions can help to reduce the necessary data to model buildings in the urban context …","https://www.sciencedirect.com/science/article/pii/S0378778820313748?casa_token=bRNGV5zai4EAAAAA:XPAY9XFZIuDdOWdZB4Vx9c6dDsjq-dzqPEzxPo2P7BR3azCsRCFEEsJFzCUhFNuHnEwQ_FNCTPKp","https://scholar.google.com/scholar?q=related:UWQZG8WKfbgJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"Z Shi, S Hsieh, JA Fonseca, A Schlueter","Street grids for efficient district cooling systems in high-density cities",2020,"Sustainable Cities and Society","Elsevier","https://www.sciencedirect.com/science/article/pii/S2210670720302110","https://scholar.google.com/scholar?cites=6790688095757818604&as_sdt=2005&sciodt=0,5&hl=en",86,"2021-09-23 12:35:59","HTML","","","",,,,,7,7.00,2,4,1,"The feasibility of district cooling systems is linked to their efficiency, which is associated with their capital and operational costs. For reasons of ownership and maintenance, the piping network commonly follows the city's street layout. This paper examines the …","https://www.sciencedirect.com/science/article/pii/S2210670720302110","https://scholar.google.com/scholar?q=related:7FoeMNhePV4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"JL Rutledge, WP Baker","Unsteady Effects on the Experimental Determination of Overall Effectiveness",2018,"Journal of Turbomachinery","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/turbomachinery/article-abstract/140/12/121005/473258","https://scholar.google.com/scholar?cites=1323013558048504567&as_sdt=2005&sciodt=0,5&hl=en",87,"2021-09-23 12:35:59","","","","",,,,,6,2.00,3,2,3,"An increasingly common experimental method allows determination of the overall effectiveness of a film cooled turbine component. This method requires the Biot number of the experimental model to match that of the engine component such that the …","","https://scholar.google.com/scholar?q=related:97qBSNJJXBIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"J Lakhlili, O Hoenen, OO Luk, DP Coster","Uncertainty quantification for multiscale fusion plasma simulations with VECMA toolkit",2020,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-50436-6_53","https://scholar.google.com/scholar?cites=13161353094869467654&as_sdt=2005&sciodt=0,5&hl=en",88,"2021-09-23 12:35:59","HTML","10.1007/978-3-030-50436-6_53","","",,,,,7,7.00,2,4,1,"Within VECMAtk platform we perform Uncertainty Quantification (UQ) for multiscale fusion plasmas simulations. The goal of VECMAtk is to enable modular and automated tools for a wide range of applications to archive robust and actionable results. Our aim in the current …","https://link.springer.com/chapter/10.1007/978-3-030-50436-6_53","https://scholar.google.com/scholar?q=related:BsIub-iEprYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"H Xu, AF Badea, X Cheng","Sensitivity analysis of thermal-hydraulic models based on FFTBM-MSM two-layer method for PKL IBLOCA experiment",2020,"Annals of Nuclear Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0306454920304308?casa_token=Ups6tZu7ztgAAAAA:7pdLISgTas8CYR8qwxuQ__RDaTO8VR8zIuJrj5RSdkcHLSQJp89D-H4x_keH0zoEzmFudz3rENgk","https://scholar.google.com/scholar?cites=5436395904557928942&as_sdt=2005&sciodt=0,5&hl=en",89,"2021-09-23 12:35:59","HTML","","","",,,,,8,8.00,3,3,1,"Intermediate break loss of coolant accident (IBLOCA) is a focus of nuclear safety these years. A PKL IBLOCA benchmark was performed in order to evaluate the reliability of system thermal-hydraulic (STH) codes on IBLOCA. ATHLET was used for post-test calculations. But …","https://www.sciencedirect.com/science/article/pii/S0306454920304308?casa_token=Ups6tZu7ztgAAAAA:7pdLISgTas8CYR8qwxuQ__RDaTO8VR8zIuJrj5RSdkcHLSQJp89D-H4x_keH0zoEzmFudz3rENgk","https://scholar.google.com/scholar?q=related:7lGQnUX1cUsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"E Lejeune, C Linder","Interpreting stochastic agent-based models of cell death",2020,"Computer Methods in Applied Mechanics and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045782519305882?casa_token=S6ibbY5jCL0AAAAA:2hxKQm76_s79OriF8Yk-Ey7q2BwvhjierHkvlUXqWXHIoYdRPPQLzIpvQTBW3Uu3EODoyT-lR2kr","https://scholar.google.com/scholar?cites=8890148711257326653&as_sdt=2005&sciodt=0,5&hl=en",90,"2021-09-23 12:35:59","HTML","","","",,,,,7,7.00,4,2,1,"Linking individual cell behavior to changes on the cell population and ultimately tissue scale is a key step towards connecting in vitro laboratory experiments to clinically relevant organ-scale behavior. For example, understanding how an individual tumor cell's response to drug …","https://www.sciencedirect.com/science/article/pii/S0045782519305882?casa_token=S6ibbY5jCL0AAAAA:2hxKQm76_s79OriF8Yk-Ey7q2BwvhjierHkvlUXqWXHIoYdRPPQLzIpvQTBW3Uu3EODoyT-lR2kr","https://scholar.google.com/scholar?q=related:PcTjniYnYHsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"M Rinderle, W Kaiser, A Mattoni…","Machine-learned charge transfer integrals for multiscale simulations in organic thin films",2020,"The Journal of Physical …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jpcc.0c04355?casa_token=DSJqQ4GgvaYAAAAA:UPnFd9PMDpstxXlBVKS5KCjN9V7sYOiu_bNJAWlcUqyteDQhjySBPkosXzW8Mmqr45NH3LeBTELmh72h_w","https://scholar.google.com/scholar?cites=13191596336180984894&as_sdt=2005&sciodt=0,5&hl=en",91,"2021-09-23 12:35:59","","10.1021/acs.jpcc.0c04355?casa_token=DSJqQ4GgvaYAAAAA:UPnFd9PMDpstxXlBVKS5KCjN9V7sYOiu_bNJAWlcUqyteDQhjySBPkosXzW8Mmqr45NH3LeBTELmh72h_w","","",,,,,8,8.00,2,4,1,"Gaining insight into structure–property relations is a key factor for the development of organic electronics. We present a multiscale framework for charge carrier mobilities in organic thin films empowered by machine-learned charge transfer integrals. The choice of …","https://pubs.acs.org/doi/pdf/10.1021/acs.jpcc.0c04355?casa_token=Dm2DefCb5CkAAAAA:q3CKkRfOMT_IbedGYj9wtoapz_Fr_Hz59rehpOiF-ruOruyMp2ZWx3xVzo9a94UFnb1eUQP4i2FtIOW_Kg","https://scholar.google.com/scholar?q=related:Pnxpxvn2EbcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
8,"Z Aly, A Casagranda, G Pastore, NR Brown","Variance-based sensitivity analysis applied to the hydrogen migration and redistribution model in Bison. Part II: Uncertainty quantification and optimization",2019,"Journal of Nuclear Materials","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022311519302661?casa_token=J6FVAgBAxNwAAAAA:g2uCcvlbG_wsFC4QzzLPR5i1rbHWT1P1g43fQN5AApf6hPhFmySckop1W8Uj4XLmMXGdxaPiLW4j","https://scholar.google.com/scholar?cites=15657181660588675188&as_sdt=2005&sciodt=0,5&hl=en",92,"2021-09-23 12:35:59","HTML","","","",,,,,8,4.00,2,4,2,"We demonstrate a global sensitivity and uncertainty analysis approach to quantify the impact of uncertainty in the hydrogen migration and redistribution models implemented in the US Department of Energy Office of Nuclear Energy fuel performance code Bison. In this study …","https://www.sciencedirect.com/science/article/pii/S0022311519302661?casa_token=J6FVAgBAxNwAAAAA:g2uCcvlbG_wsFC4QzzLPR5i1rbHWT1P1g43fQN5AApf6hPhFmySckop1W8Uj4XLmMXGdxaPiLW4j","https://scholar.google.com/scholar?q=related:dBAm18N7SdkJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
5,"A Rezaei, KB Nakshatrala, F Siddiqui…","A global sensitivity analysis and reduced-order models for hydraulically fractured horizontal wells",2020,"Computational …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10596-019-09896-7&casa_token=CG0YvSu_0X4AAAAA:wtFA2TvFrg2GAmK0ZirbibD-M1v71slvGOiJgqL9-QTUpsnCOPaTbW1RiuUC7ysVPBNExv6cHjTugNNurng","https://scholar.google.com/scholar?cites=2233370144580346579&as_sdt=2005&sciodt=0,5&hl=en",93,"2021-09-23 12:35:59","HTML","10.1007/s10596-019-09896-7&casa_token=CG0YvSu_0X4AAAAA:wtFA2TvFrg2GAmK0ZirbibD-M1v71slvGOiJgqL9-QTUpsnCOPaTbW1RiuUC7ysVPBNExv6cHjTugNNurng","","",,,,,5,5.00,1,4,1,"Several factors affect the performance and stimulation design of hydraulically fractured wells. Moreover, the dominant factors vary for different quantities of interest, and vary based on the spatial location and with the time of interest. Thus, it will be beneficial if there is a …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10596-019-09896-7&casa_token=CG0YvSu_0X4AAAAA:wtFA2TvFrg2GAmK0ZirbibD-M1v71slvGOiJgqL9-QTUpsnCOPaTbW1RiuUC7ysVPBNExv6cHjTugNNurng","https://scholar.google.com/scholar?q=related:06KsR1CG_h4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
10,"JE Gonçalves, T van Hooff, D Saelens","Understanding the behaviour of naturally-ventilated BIPV modules: A sensitivity analysis",2020,"Renewable Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0960148120310004?casa_token=swLyCSLhg_oAAAAA:jtnHvxtpjMAc8t5qOxVgLcxr8IhSLmw7NsdsYqz5Rfa0sHYL2gAeIanw4cK972twoxxJuPhyOyy_","https://scholar.google.com/scholar?cites=7111799818834033150&as_sdt=2005&sciodt=0,5&hl=en",94,"2021-09-23 12:35:59","HTML","","","",,,,,10,10.00,3,3,1,"Building integrated photovoltaic (BIPV) is a key concept for the realisation of sustainable buildings. Despite the progress in BIPV modelling, the use of sensitivity analysis (SA) is still scarce in the BIPV literature. SA can help the modeller to identify which model inputs …","https://www.sciencedirect.com/science/article/pii/S0960148120310004?casa_token=swLyCSLhg_oAAAAA:jtnHvxtpjMAc8t5qOxVgLcxr8IhSLmw7NsdsYqz5Rfa0sHYL2gAeIanw4cK972twoxxJuPhyOyy_","https://scholar.google.com/scholar?q=related:_jlKW0EwsmIJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
6,"JF Oliveira, DCP Jorge, RV Veiga, MS Rodrigues…","Evaluating the burden of COVID-19 on hospital resources in Bahia, Brazil: A modelling-based analysis of 14.8 million individuals",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.05.25.20105213v1.abstract","https://scholar.google.com/scholar?cites=1005037493523906716&as_sdt=2005&sciodt=0,5&hl=en",95,"2021-09-23 12:35:59","","10.1101/2020.05.25.20105213v1.abstract","","",,,,,6,6.00,1,5,1,"Here we present a general compartment model with a time-varying transmission rate to describe the dynamics of the COVID-19 epidemic, parameterized with the demographics of Bahia, a state in northeast Brazil. The dynamics of the model are influenced by the number …","https://www.medrxiv.org/content/medrxiv/early/2020/05/26/2020.05.25.20105213.full.pdf","https://scholar.google.com/scholar?q=related:nABxg0ac8g0J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
7,"KC Ujjwal, S Garg, J Hilton, J Aryal","A cloud-based framework for sensitivity analysis of natural hazard models",2020,"Environmental Modelling & Software","Elsevier","https://www.sciencedirect.com/science/article/pii/S1364815219311211?casa_token=cL4kXQhn2PYAAAAA:OGGDTcYblITEsBxEpR5WSIjxVnZst_IvD7fE6xt_I578tRQ1VdarUAcrrGzYBy4k-w5Jr-BQz_0B","https://scholar.google.com/scholar?cites=14861472009546984431&as_sdt=2005&sciodt=0,5&hl=en",96,"2021-09-23 12:35:59","HTML","","","",,,,,7,7.00,2,4,1,"Computational models for natural hazards usually require a large number of input parameters that affect the model outcome in a complex manner. The sensitivity of the input parameters to the output variables can be quantified using sensitivity analysis, which …","https://www.sciencedirect.com/science/article/pii/S1364815219311211?casa_token=cL4kXQhn2PYAAAAA:OGGDTcYblITEsBxEpR5WSIjxVnZst_IvD7fE6xt_I578tRQ1VdarUAcrrGzYBy4k-w5Jr-BQz_0B","https://scholar.google.com/scholar?q=related:72t1oA2OPs4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
5,"C Rougé, PM Reed, DS Grogan…","Coordination and control: limits in standard representations of multi-reservoir operations in hydrological modeling",2019,"Hydrology and Earth …","hess.copernicus.org","https://hess.copernicus.org/preprints/hess-2019-589/","https://scholar.google.com/scholar?cites=5745609889538718519&as_sdt=2005&sciodt=0,5&hl=en",97,"2021-09-23 12:35:59","","","","",,,,,5,2.50,1,4,2,"Model-based risk assessment of hydrological extremes needs to consider the interactions between the many stakeholders in a river basin as well as the institutions and regulations that mediate them. Unfortunately, commonly employed representations of human-operated …","https://hess.copernicus.org/preprints/hess-2019-589/hess-2019-589-manuscript-version5.pdf","https://scholar.google.com/scholar?q=related:Nzvtw8CBvE8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
